OPS-code;Text;Weitere_Texte_OPS;wann_gueltig;Mapping_moeglich;Kombiprodukt;Substanzangabe_aus_OPS-Code;Bemerkung_LOESCHEN;1Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_UNII-number;2Substanz_allg_ASK-Nr;2Substanz_allg_CAS-Nummer;3Substanz_allg_engl_INN_oder_sonst;3Substanz_allg_UNII-number;3Substanz_allg_ASK-Nr;3Substanz_allg_CAS-Nummer;4Substanz_allg_engl_INN_oder_sonst;4Substanz_allg_UNII-number;4Substanz_allg_ASK-Nr;4Substanz_allg_CAS-Nummer;Substanzname_ATC;ATC-Code;ATC-Code2;ATC-Code3;ATC-Code4;ATC-Code5;Einheit_Wert_min;Einheit_Wert_max;UCUM-Code;UCUM-Description;Kommentar SZ;Routes and Methods of Administration - Concept Code;Routes and Methods of Administration - Term;Administration Method - ID;Administration Method - Name;Code Intended Site (EDQM);Intended Site (EDQM);2_Routes and Methods of Administration - Concept Code;2_Routes and Methods of Administration - Term;2_Administration Method - ID;2_Administration Method - Name;2_Code Intended Site (EDQM);2_Intended Site (EDQM);EU-Zulassung? ;Strenght;Pharmaceutical Form;Packaging;Handelsname-Beispiel (Invented name)
6-005.9d;Parenterale Applikation von 1.800 Âµg bis unter 2.000 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;1800;2000;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9e;Parenterale Applikation von 2.000 Âµg bis unter 2.400 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;2000;2400;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9f;Parenterale Applikation von 2.400 Âµg bis unter 2.800 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;2400;2800;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9g;Parenterale Applikation von 2.800 Âµg bis unter 3.200 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;2800;3200;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9h;Parenterale Applikation von 3.200 Âµg bis unter 3.600 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;3200;3600;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9j;Parenterale Applikation von 3.600 Âµg bis unter 4.000 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;3600;4000;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9k;Parenterale Applikation von 4.000 Âµg bis unter 4.400 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;4000;4400;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9m;Parenterale Applikation von 4.400 Âµg bis unter 4.800 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;4400;4800;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9n;Parenterale Applikation von 4.800 Âµg bis unter 5.200 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;4800;5200;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9p;Parenterale Applikation von 5.200 Âµg bis unter 5.600 Âµg Romiplostim;;gleich 2013 bis 2020;;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;5200;5600;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.9q;Parenterale Applikation von 5.600 Âµg oder mehr Romiplostim;;gleich 2013 bis 2020 (andere Schreibweise);;;Romiplostim;eindeutig;romiplostim;;;;;;;;;;;;;Romiplostim;B02BX04;;;;;5600;;ug;microgram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.a;Orale Applikation von Pazopanib;;gleich 2011 bis 2020;;;Pazopanib;eindeutig;pazopanib;;;;;;;;;;;;;Pazopanib;L01XE11;;;;;;;;;;20053000;Oral use;AME-0019;Swallowing;ISI - 0031;Oral;;;;;;;;;;;
6-005.b;Parenteral Applikation von Vinflunin;;gleich 2011 bis 2012;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;;;;;;;;;;;;;;;;;;;;;;
6-005.b0;Parenterale Applikation von 100 mg bis unter 200 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;100;200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b1;Parenterale Applikation von 200 mg bis unter 300 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;200;300;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b2;Parenterale Applikation von 300 mg bis unter 400 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;300;400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b3;Parenterale Applikation von 400 mg bis unter 500 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;400;500;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b4;Parenterale Applikation von 500 mg bis unter 600 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;500;600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b5;Parenterale Applikation von 600 mg bis unter 700 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;600;700;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b6;Parenterale Applikation von 700 mg bis unter 800 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;700;800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b7;Parenterale Applikation von 800 mg bis unter 900 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;800;900;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b8;Parenterale Applikation von 900 mg bis unter 1.000 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;900;1000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.b9;Parenterale Applikation von 1.000 mg bis unter 1.200 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;1000;1200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ba;Parenterale Applikation von 1.200 mg bis unter 1.400 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;1200;1400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bb;Parenterale Applikation von 1.400 mg bis unter 1.600 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;1400;1600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bc;Parenterale Applikation von 1.600 mg bis unter 1.800 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;1600;1800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bd;Parenterale Applikation von 1.800 mg bis unter 2.000 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;1800;2000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.be;Parenterale Applikation von 2.000 mg bis unter 2.200 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;2000;2200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bf;Parenterale Applikation von 2.200 mg bis unter 2.400 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;2200;2400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bg;Parenterale Applikation von 2.400 mg bis unter 2.600 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;2400;2600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bh;Parenterale Applikation von 2.600 mg bis unter 2.800 mg Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;2600;2800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.bj;Parenterale Applikation von 2.800 mg oder mehr Vinflunin;;gleich 2013 bis 2020;;;Vinflunin;eindeutig;vinflunine;;;;;;;;;;;;;Vinflunin;L01CA05;;;;;2800;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.c;Parenterale Applikation von Temozolomid;;gleich 2011 bis 2020;;;Temozolomid;eindeutig;temozolomide;;;;;;;;;;;;;Temozolomid;L01AX03;;;;;;;;;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.d;Parenterale Applikation von Nab-Paclitaxel;;gleich 2011 bis 2015;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;;;;;;;;;;;;;;;;;;;;;;
6-005.d0;Parenterale Applikation von 150 mg bis unter 300 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;150;300;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d1;Parenterale Applikation von 300 mg bis unter 450 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;300;450;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d2;Parenterale Applikation von 450 mg bis unter 600 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;450;600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d3;Parenterale Applikation von 600 mg bis unter 750 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;600;750;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d4;Parenterale Applikation von 750 mg bis unter 900 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;750;900;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d5;Parenterale Applikation von 900 mg bis unter 1.050 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;900;1050;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d6;Parenterale Applikation von 1.050 mg bis unter 1.200 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1050;1200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d7;Parenterale Applikation von 1.200 mg bis unter 1.350 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1200;1350;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d8;Parenterale Applikation von 1.350 mg bis unter 1.500 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1350;1500;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.d9;Parenterale Applikation von 1.500 mg bis unter 1.650 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1500;1650;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.da;Parenterale Applikation von 1.650 mg bis unter 1.800 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1650;1800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.db;Parenterale Applikation von 1.800 mg bis unter 1.950 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1800;1950;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dc;Parenterale Applikation von 1.950 mg bis unter 2.100 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;1950;2100;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dd;Parenterale Applikation von 2.100 mg bis unter 2.250 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2100;2250;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.de;Parenterale Applikation von 2.250 mg bis unter 2.400 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2250;2400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.df;Parenterale Applikation von 2.400 mg bis unter 2.550 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2400;2550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dg;Parenterale Applikation von 2.550 mg bis unter 2.700 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2550;2700;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dh;Parenterale Applikation von 2.700 mg bis unter 2.850 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2700;2850;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dj;Parenterale Applikation von 2.850 mg bis unter 3.000 mg Nab-Paclitaxel;;gleich 2016 bis 2020;;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;2850;3000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.dk;Parenterale Applikation von 3.000 mg oder mehr Nab-Paclitaxel;;gleich 2016 bis 2020 (andere Schreibweise);;;Nab-Paclitaxel;eindeutig (wenn mit dieser Formulierung);paclitaxel;;;;;;;;;;;;;Paclitaxel;L01CD01;;;;;3000;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja;;Powder for suspension for infusion;;Abraxane
6-005.e;Parenterale Applikation von Plerixafor;;gleich 2011 bis 2012;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;;;;;;;;;;;;;;;;;;;;;;
6-005.e0;Parenterale Applikation von 2,5 mg bis unter 5,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;2,5;5;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e1;Parenterale Applikation von 5,0 mg bis unter 10,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;5;10;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e2;Parenterale Applikation von 10,0 mg bis unter 15,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;10;15;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e3;Parenterale Applikation von 15,0 mg bis unter 20,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;15;20;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e4;Parenterale Applikation von 20,0 mg bis unter 25,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;20;25;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e5;Parenterale Applikation von 25,0 mg bis unter 30,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;25;30;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e6;Parenterale Applikation von 30,0 mg bis unter 35,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;30;35;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e7;Parenterale Applikation von 35,0 mg bis unter 40,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;35;40;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e8;Parenterale Applikation von 40,0 mg bis unter 45,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;40;45;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.e9;Parenterale Applikation von 45,0 mg bis unter 50,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;45;50;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ea;Parenterale Applikation von 50,0 mg bis unter 60,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;50;60;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.eb;Parenterale Applikation von 60,0 mg bis unter 70,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;60;70;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ec;Parenterale Applikation von 70,0 mg bis unter 80,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;70;80;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ed;Parenterale Applikation von 80,0 mg bis unter 100,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;80;100;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ee;Parenterale Applikation von 100,0 mg bis unter 120,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;100;120;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ef;Parenterale Applikation von 120,0 mg bis unter 140,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;120;140;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.eg;Parenterale Applikation von 140,0 mg bis unter 160,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;140;160;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.eh;Parenterale Applikation von 160,0 mg bis unter 180,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;160;180;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ej;Parenterale Applikation von 180,0 mg bis unter 200,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;180;200;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.ek;Parenterale Applikation von 200,0 mg bis unter 220,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;200;220;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
6-005.em;Parenterale Applikation von 220,0 mg bis unter 240,0 mg Plerixafor;;gleich 2013 bis 2020;;;Plerixafor;eindeutig;plerixafor;;;;;;;;;;;;;Plerixafor;L03AX16;;;;;220;240;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;;;;;
